product_supplier_id,product_id,supplier_id,supplier_price,supply_date
01HR87CQ3JZ5B37JWHFY2QP426,119,01HR539PRJWA19TH36944FA4F6,817.84,25/10/2011
01HR87CQ3K2XSM1SP0WS0RM9Y5,737,01HR539PR4Q9DFDSAHFMWKHN9X,606.37,19/12/2020
01HR87CQ3M2049XE09BFYH3127,88,01HR539PQ7N41VJNJ3FKM3T7X3,209.84,01/04/2014
01HR87CQ3NAYZH06K446P1MCPK,618,01HR539PRTV65M9VWZ2116WHN5,92.24,18/08/2022
01HR87CQ3PNATZWBA60QEX2XN3,160,01HR539PPW6F1QFJZ4YZZTKD05,503.67,03/01/2017
01HR87CQ3RM900EZVPF0XXNG4T,172,01HR539PRW9R3M808MA8MGGH3F,853.14,19/04/2013
01HR87CP89ZEBG5Z1YGG3N61ZY,213,01HR539PPYSY9EVRDXYW1EXXPG,673.07,09/08/2018
01HR87CPXQK89DA3N7WG972ZMT,927,01HR539PJKMWW5KMXHBRBVVQQT,744.12,04/07/2011
01HR87CQ371Y0YYHKJSFQT6WDS,312,01HR539PRBTNJE7DG3M33A1TK2,732.59,24/09/2012
01HR87CQ38XVAQ98NXZ6GC6CD7,191,01HR539PPDYV1K16AY7YBCE0T5,118.11,23/05/2015
01HR87CQ3A4XD2B0Y9D4N29SDV,222,01HR539PSPAWXBS4DQW1ZKK62Z,498.62,09/07/2016
01HR87CQ3BY12RJ87ZDZNDFHHH,88,01HR539PPDTM9NE5EXJ79TNE9T,12.04,16/08/2012
01HR87CQ3C1G60MK2WXBA2YR9X,75,01HR539PQE2KWY31F95KWV1NYZ,694.54,30/07/2022
01HR87CQ3D8637BC7SV3Z2KG8V,842,01HR539PR7WWDF8A8HWNTW7WY2,281.66,03/07/2017
01HR87CQ3E7WN86P1NQ32DX9E3,809,01HR539PR8QSFN65G2Y0P566YQ,922.82,12/12/2016
01HR87CQ3FK4D741AHPJX5GV3M,642,01HR539PPXJAD4292QEJ4HSPT6,403.19,04/07/2020
01HR87CQ3HMB0KTA81G5NFEHT8,118,01HR539PRKZZSJCRRHBHSRC3D1,619.67,18/03/2015
01HR87CQ3J1AG81EMPKS0SSE9M,21,01HR539PPZA4XVG6W67GWGZ599,877.07,16/01/2016
01HR87CQ3KX0FYR036DN04K5JK,185,01HR539PRRVJRX4P4SN9PFJ034,337.83,10/06/2019
01HR87CQ3MACAP4NBRE1B4REQY,476,01HR539N5YXE56R0G8HYD7R2JY,850.14,26/04/2017
01HR87CQ3NTC1Q4TVF9AQQSEF8,377,01HR539PPZW4TD5HCJ7H2TFMEM,883.57,01/05/2022
01HR87CQ3P61MXGZQ5PTD9VWA2,219,01HR539PRC999H3DBXEAZWPXEK,980.44,01/04/2018
01HR87CQ3Q7T4Q070WWGW326A0,133,01HR539PRDBXKSDWVVHTJB188Q,485.44,08/07/2012
01HR87CQ3SJM1FJQN50FNCWWSG,484,01HR539PQ7KD7ER51QS03KRPD0,491.79,28/01/2014
01HR87CQ3TFDGZZ4R8J4RJ4PJ2,580,01HR539PQVKHQ8HHE468706MVB,39.79,12/05/2023
01HR87CQ3VG1ZNZBTQ60T5EFWK,151,01HR539PPNDY9G0C7Z580XVGR5,577.71,30/08/2023
01HR87CQ3WJ3R220TXB5FXHCYN,916,01HR539PS97SMBJPNPK65XXNXA,559.95,23/07/2012
01HR87CQ3X98Q005P9B48R2M0P,122,01HR539PQTE50P43TGYFK4C2YA,256.2,19/07/2023
01HR87CQ3Y2J8KYTRSCX0TZNK6,349,01HR539PNKE0G19YWCH4MSFZ27,933.65,12/03/2010
01HR87CQ40K39SSXEPVET4BT6Q,231,01HR539PR4G3Y7J0FMM8ECBSZ1,589.44,04/09/2022
01HR87CQ41G33SM7RPPK5RP3BQ,65,01HR539PRM97CXWVDY7Z0FEXMA,630.22,27/07/2012
01HR87CQ42RNFCS0SXDYSPDD0B,589,01HR539PQPQPJ2J88N8CDACVF7,585.38,25/03/2012
01HR87CQ43Q150PF2EBN3TBKZQ,75,01HR539PPNWWV81XFGHN22HK1N,65.48,16/04/2012
01HR87CQ44SZJQQC2ZXG2G66X3,280,01HR539PQB4PTKZN2MVA8GDMMR,259.66,16/04/2020
01HR87CQ45959KWRN2T1RG3GK8,265,01HR539PQBV4M0V3A6SRP964NQ,390.12,22/07/2019
01HR87CQ466A2689K6H0YZEB3P,330,01HR539PRE52Y9JC22CTFYSVPZ,559.86,09/04/2010
01HR87CQ47G8VJFNQ24QB022VK,462,01HR539PQ7WAWE2NJYATCGHPJZ,894.13,29/09/2013
01HR87CP8BPC80QGXC3ZNDEX7T,473,01HR539PS5C1EAVCD1TC6P0TW7,479.49,31/05/2011
01HR87CPY2FZGSHRJE8RC3CQKR,67,01HR539PPZHM5V1T19X7NBQ0Q6,659.8,21/06/2019
01HR87CQ3KEG1D6WRXE4WYQBF7,695,01HR539PRE943ZZZSZHB07F172,82.84,17/12/2022
01HR87CQ3NDM0ST1ZV9TR3FNB2,425,01HR539PQSQPZTHSD1738KC2WR,583.14,31/10/2021
01HR87CQ3PWNN6JS1Z8V4EH6AS,115,01HR539PRERBK3FDR6CYAB9JA9,403.58,07/10/2023
01HR87CQ3QX2F215QFK0SXWZBW,104,01HR539PRQF163R6SNXJEEZR6X,658.02,06/10/2014
01HR87CQ3RBN560H797EP2MXSH,888,01HR539PPVQMXDPE0QM3W12Q5R,111.49,23/01/2023
01HR87CQ3T9DH0AG2G3B13S492,495,01HR539PREPZ88HK48CNTKC9RP,53.28,17/12/2016
01HR87CQ3VZ9JJ1EN8AQ28X67P,656,01HR539PNR6YPN0WWQFVGB7ZYJ,219.51,12/12/2017
01HR87CQ3WFFR8DESDC949PT7J,881,01HR539PS0RFCXR6HFSJ1BQSYW,710.37,07/06/2017
01HR87CQ3XYBKM0XZSXRDAHBGS,660,01HR539PNY9BYRGPZ84GYX09B0,63.43,05/11/2018
01HR87CQ3YEK2QF1K3EB7CT1FD,428,01HR539PS40CN6PMTHCN326973,658.07,01/06/2015
01HR87CQ3Z7CD0ZBBGFT32ZKEP,572,01HR539PQ8AVPPFMXV83S74CSD,327.66,19/10/2023
01HR87CQ41P57N83MK12PDSYAP,527,01HR539PRBMRGTPTXCDW1D6AKD,619.69,20/06/2010
01HR87CQ42K649XK4DWS9HANE6,190,01HR539PQ4JNNF65ZQZF73CM7P,426.53,16/03/2016
01HR87CQ44KMTS640Z392GGBXW,233,01HR539PPH7WF9VK97WBG77KWY,64.71,16/10/2014
01HR87CQ455A11T2Y9Q43CY17V,152,01HR539PS4TPQY2DB5X86FJCYQ,540.83,17/12/2015
01HR87CQ46GP2XDAF5DBP9FE1Q,755,01HR539PR6S3XWEWSYV5GAGEMT,79.71,19/01/2017
01HR87CQ47QY8M0FB2T7J78BYE,366,01HR539PR4QF2E2X4DP4FPFMSP,447.86,24/11/2014
01HR87CQ48WG5R1CS85JFJ86N8,894,01HR539PR9QG5BBAC7GKRQ44F4,394.78,16/08/2022
01HR87CQ49W0VXNAVQVWYQQ2J5,2,01HR539PR51X76MRAM6MYNK9CY,924.84,26/01/2023
01HR87CQ4A28EADSN0G6MY7B5F,73,01HR539PPQ3GRNNDGK98SP5BWV,604.79,07/10/2022
01HR87CQ4CJFG3DSRB9J6K9PJ2,643,01HR539PPFAXPHT8B5EQFRKDVC,774.89,24/01/2014
01HR87CQ4D2BD2MR189TKBQRD2,336,01HR539PPJK06QF2FSX8SPZD16,558.87,04/02/2014
01HR87CQ4EN93HXGCWSFTVZYEB,418,01HR539PQS72WYZMAQR6R4QJSZ,275.17,01/02/2020
01HR87CQ4FY5FGD7AJPS1G71Z3,430,01HR539PPJ1BBAW35HTVD6E6YE,144.67,09/12/2023
01HR87CQ4GARB5TWHG99NH78VA,125,01HR539PNZV4BWQ7ERZYW6HW2B,992.83,19/03/2012
01HR87CQ4HMGDFD88N427AWQPQ,18,01HR539PP50XPZ2F5K5P086ZSE,867.53,01/11/2016
01HR87CQ4JFQ77E01NTB4Z4NBC,596,01HR539PFX2CCCYT8WD9P3PE05,292.29,24/07/2014
01HR87CQ4KZFNT2BX2ABFZGBS5,532,01HR539PPG2SCEY3DQZXKRGR0N,392.96,13/09/2012
01HR87CQ4NZNKF1TCC0RDHBADM,36,01HR539PQT58871Y3CPB969V6M,482.65,13/04/2017
01HR87CP95QB04XSDV0834XPEB,626,01HR539PRNN20FT925F61GKGZR,519.53,30/10/2017
01HR87CPZ0P6CAY2BVZ789ZFR2,698,01HR539PPTVRJ1CV7R6H4S5M0P,474.99,19/03/2010
01HR87CQ4JME6BZ10C4JYZ7A28,353,01HR539PQ8MT77JQ686DPJG64V,483.4,26/01/2018
01HR87CQ4KSVAE6YXJPXM9AWV4,670,01HR539PS827TGPB3V5M6G83D8,971.3,31/10/2021
01HR87CQ4NNWPAS2KB0FDRHAR0,557,01HR539PS4PMMZJ6JMFN9G24VW,874.0,12/05/2022
01HR87CQ4PDFG9Q5ZMBH3PD69N,21,01HR539PRA59ZY91ZRCGAPV1F4,30.11,31/07/2016
01HR87CQ4R5MFY11G79EZVKM9F,888,01HR539PQJXWHZ4EKR6HMH4XCF,498.59,24/02/2014
01HR87CQ4SW44QWMMM87YCQH63,106,01HR539PRR3AG18AR4HAHYKWN1,156.21,05/11/2021
01HR87CQ4T4NC67JGAYFJK3K1A,598,01HR539PQE8QA5JQ0Z4Z08AQFW,654.46,18/07/2015
01HR87CQ4VR3S2QA1T4R9EHNS5,523,01HR539PNR6YPN0WWQFVGB7ZYJ,252.86,03/05/2021
01HR87CQ4WVF3QNNWYAT9J394D,445,01HR539PS97SMBJPNPK65XXNXA,305.19,25/05/2018
01HR87CQ4YFB931NCHQR0N9SA2,468,01HR539PJ52JDFX18742XB7G8W,827.12,28/01/2011
01HR87CQ4ZACVS6P618KAPKPR2,736,01HR539PQ2CSDSMWYN934NWGDJ,6.67,18/06/2023
01HR87CQ507C2F07TC2B50VAWM,684,01HR539PQKVJ8ZG77WWMPFQH7J,713.38,28/03/2016
01HR87CQ510TYQ9H1F99CVYQFE,535,01HR539PP5GT1RJSD7C9P0V4BG,801.86,20/07/2017
01HR87CQ539QH31B73S67A88Y0,164,01HR539PQ55RZEB70DMV34QPSB,275.64,31/07/2021
01HR87CQ54HA5ZCQYKP32HZGVZ,907,01HR539PQGRSAAB6JDS7E82S4D,818.92,21/03/2014
01HR87CQ55PDJ5P6R5C9VYNM6Z,584,01HR539PPC62PBW33X23QZPE0X,823.52,28/11/2014
01HR87CQ564GX9YNXX4DB4AB6C,139,01HR539PPN48GH7K4EV80X4WCK,56.34,26/02/2013
01HR87CQ57AC3NB2NZC0BM99GQ,529,01HR539PPH1024F3SXWSKA3P46,405.19,24/12/2018
01HR87CQ58KQ3DH6A88A2CYMWA,56,01HR539PS181CA2ZX0SYSMXA17,46.45,03/01/2021
01HR87CQ5A5KRD8QDFHK4Q6YZF,671,01HR539PP7PHSCY4EXED0ZMTQF,510.38,06/04/2019
01HR87CQ5BPAN5KZJA0BG5ZV5X,206,01HR539PPEFCJ8AMC91F3409MJ,539.71,20/03/2015
01HR87CQ5CNMSEXNMB8EAHQ6PN,484,01HR539PH0QGQ5JP7YEMFK3BP3,701.61,19/02/2014
01HR87CQ5DHWNJ1N5GE74H104T,750,01HR539PNFG3HPP00WKBPSKVAR,576.26,03/08/2010
01HR87CQ5E23A2FCTQQYT5FDEZ,419,01HR539PP70TSN7NHNB2V9YM1M,151.62,09/06/2022
01HR87CQ5GM4BGM1C2ER4G69Q8,857,01HR539PR7WWDF8A8HWNTW7WY2,1.78,10/07/2017
01HR87CQ5HNBJG87B1EB0Z223Q,195,01HR539PS78WGY82ZSB7WY1AGW,295.58,04/03/2014
01HR87CQ5JNCAPQE07X6NXGPNX,358,01HR539PREVWP52S3AX60HXM90,754.95,02/07/2014
01HR87CQ5K91XT62J225SG7B4J,651,01HR539PRWJ00N2BN3J3K8WKKF,199.87,28/02/2019
01HR87CQ5MBCCQRRZGXFEZY7QR,428,01HR539PQ6SEWSSP23P4WZ610B,739.29,17/06/2016
01HR87CP9446SVYVAE7VB1M3QM,892,01HR539PNX2QNFW9P5EY4NXVAP,765.23,05/04/2012
01HR87CPYY52FETBKF1EYNHQH5,395,01HR539PQXT2FZJEYNXHD7X7D1,537.19,01/11/2015
01HR87CQ4GRH4A3K4Y73XF0TG6,940,01HR539PQF65TXPH44V0NY217T,854.73,16/07/2018
01HR87CQ4HJEM04ME6GAVPEQCH,586,01HR539PQ0HKAG3QEFBJZ7DGSM,133.21,28/10/2023
01HR87CQ4JHDPXNS4JR7KZHA7N,81,01HR539PPBKAHH36CHGG97T13S,213.56,29/04/2019
01HR87CQ4KHT29QRQJGZA9TMSN,89,01HR539PQJ4QNE8ZPYR5VM94PE,487.48,26/11/2023
01HR87CQ4M8R8M1H9DFAYCN70J,131,01HR539PS8K7ZPG6BHDJ7NEGVP,608.16,14/08/2017
01HR87CQ4P3N6QRHD774K9XWMW,403,01HR539PR0Z8R70M64TJ9SFJKA,961.08,26/09/2014
01HR87CQ4QHCFN7YTT8PZPDTKM,638,01HR539PPNGNTSS22VJKTT2V6F,871.85,07/01/2023
01HR87CQ4RTYEME0KW0XZQFM3W,859,01HR539PP8TAYA20PWVT61SRDB,967.25,25/01/2015
01HR87CQ4SYH78XWHCX878DB94,493,01HR539PR59DXEH138WH4TSC0Q,526.92,17/09/2020
01HR87CQ4T5DN2R3Q6N3TNW27W,768,01HR539PRCY6P0BX93PN1804MW,596.13,17/05/2019
01HR87CQ4VC2MBM0VRWJNZCD9X,945,01HR539PPRPQ50QPYH0TZZHCR4,120.56,20/02/2018
01HR87CQ4WQK1EP2Z7F551BZT6,366,01HR539PRM67WMR64HRTRG5H1B,176.6,21/05/2010
01HR87CQ4XZR229CNKRB6VTHWG,418,01HR539PQMH1273GW17E6KSQ2X,583.01,15/01/2019
01HR87CQ4ZPMYJK9Q5T55QEJAE,475,01HR539PRHYG65E3K4VV4NFM4N,735.24,09/01/2018
01HR87CQ50FM5EC2JDTCQ567MG,411,01HR539PPH7WF9VK97WBG77KWY,774.77,22/01/2014
01HR87CQ51HFQH0TF9FTE2E0K0,427,01HR539PR1H5RZDJD4HD6688RS,676.92,21/08/2020
01HR87CQ52SPW3B02P3EB6SD0Q,902,01HR539PQ7ND8JBY0756WGDT7A,558.5,19/05/2020
01HR87CQ53ZDJEJJJZK427MG0A,156,01HR539PNZB2XPFDGCMNFFKDM9,213.77,19/12/2018
01HR87CQ54Y8EYPYBWA529GBQK,764,01HR539PQ2QGN5GEC4ZKRHS350,851.66,30/01/2020
01HR87CQ5590XY6KTQA1AXB5G9,111,01HR539PQJ7Z64176MA4PVR8TY,101.67,06/08/2014
01HR87CQ57T2H2AC24NGJZ8ME4,85,01HR539PRWDQ4S5RJV9X6S6QR9,185.19,08/08/2014
01HR87CQ58PNE5CG9W44BCX5Q6,270,01HR539PQTA4GPB7JW47FYA48W,627.37,08/07/2011
01HR87CQ59BWWJSNBAACAT2XZJ,384,01HR539PRJWA19TH36944FA4F6,340.02,01/06/2012
01HR87CQ5AX7KGKJTHKMTC1HY5,565,01HR539PP8GNQFPMF4J96ZWJ76,228.7,21/04/2022
01HR87CQ5BXHZBGHTZXTJ8HHPE,202,01HR539PQ97DKEHKY7B3PNVZN0,290.19,08/03/2022
01HR87CQ5C7XW7ME6SJ33ZWRW9,465,01HR539PSECPYGB48V9Q3SRSEA,42.63,08/02/2012
01HR87CQ5D628JNXDW931TW224,358,01HR539PPEE5NTPDMXS4W5R6JT,914.32,29/09/2013
01HR87CQ5F4PXBZAPJFR116RWP,334,01HR539PQ6SEWSSP23P4WZ610B,248.78,27/09/2011
01HR87CQ5GXM3ESRPXSXFFZEYS,727,01HR539PQ5BFTT3VDAWBSQ0D8W,469.29,18/01/2016
01HR87CP8PSZCTZZ7Z264H2X35,322,01HR539PR57AYNATRJE5WW34QX,309.38,22/11/2017
01HR87CPY6E2N28ZSPBA6ZPFS7,336,01HR539PQTZNRHG5R14YT38MCQ,716.0,07/08/2019
01HR87CQ3P0JJCH75EC42WP6NK,452,01HR539PP32HQ0G57KWXWGNZHW,841.88,07/04/2015
01HR87CQ3QTGZD7Q8HWVDAS9D2,486,01HR539PPMQJ48NDZJ3CTTJ96V,419.05,10/03/2018
01HR87CQ3SZZWMCYM5BBM5HF43,446,01HR539PPRCR4Q9CBYD034F9VH,307.66,01/03/2016
01HR87CQ3TW1B19A0A04Y042N6,58,01HR539PQ4DV9J8F5B4K8M49M7,352.15,14/09/2016
01HR87CQ3VWQ4R053Z18ZJ4WKM,446,01HR539PRS9DVTYMD3DMYFK72C,168.62,16/10/2012
01HR87CQ3WK16QFX1EDZ7Q3JFN,870,01HR539PP44AGM5F2DTHV107DG,292.69,07/04/2013
01HR87CQ3XPMDKH4H0PBM4WKHE,746,01HR539PQ98B22EWB5KR9XYMZD,648.52,16/09/2021
01HR87CQ3YC1SFR49843RTT7C8,896,01HR539PR2RG6KTVJ7QTTMS7M7,389.55,28/12/2018
01HR87CQ40NVJCTVD8D59T8HKZ,122,01HR539PRCXGHR2CJZ75J0HAFH,788.56,30/09/2021
01HR87CQ41RQ351Q21SG8BG8AK,671,01HR539PPXF5XTM1TW94DHMJGG,993.13,13/12/2021
01HR87CQ42GDC0G5T223PN2DE4,269,01HR539PQYH4YM17RRFM00P41H,58.57,11/06/2018
01HR87CQ43HX2JEKD4A6TNX1VS,783,01HR539PQPEEQRXNDBEY67C3WG,923.22,27/10/2014
01HR87CQ44W68Q5X1NNNP8K2QP,769,01HR539PHRTM6FC88GAY37CWGF,355.42,16/09/2012
01HR87CQ45WPF1N061N7RFNTJR,870,01HR539PPH1024F3SXWSKA3P46,835.79,17/01/2012
01HR87CQ461DAX246EPSP8M4D5,474,01HR539PPZHM5V1T19X7NBQ0Q6,267.05,25/07/2022
01HR87CQ47GD65HMV7ZMAQ7F40,250,01HR539PR3V013Y5DT98BGEYSB,728.09,17/09/2018
01HR87CQ49CGYZ11PP69KKHS6B,188,01HR539PR89MHJ6SF8TQHPJ895,946.02,15/03/2015
01HR87CQ4BAMZCN0MS8E7YS0TY,262,01HR539PG0XDEGTJD705W6AK2H,248.94,02/07/2012
01HR87CQ4CSR21XJNPAZK168TM,451,01HR539PPKSND7TMYMNNN6P291,143.33,02/10/2010
01HR87CQ4DN7GMBTBM3WX1WPYF,615,01HR539PJ5C8M922F7D23W3RDS,116.38,23/10/2021
01HR87CQ4EZFFG85SEA7HD4092,283,01HR539PPQF8PQZBD2B0FMDZNB,424.76,08/12/2017
01HR87CQ4F1GGZK4WBJYTZW4BN,247,01HR539PQDM0JBNEASH6K4XZ6X,843.64,03/08/2015
01HR87CQ4GD9SPDSNA2M8QV53A,288,01HR539PRE52Y9JC22CTFYSVPZ,666.04,01/03/2023
01HR87CQ4H0652W6Q7H7B76AVY,903,01HR539PS7PR23KCEWBZ90RVB7,125.19,19/11/2012
01HR87CQ4JGX6MM8Q8PBGK7CYM,75,01HR539PPK053R75C64ZKV01S4,911.19,22/06/2011
01HR87CQ4K8MKEJVJXZ56NHWDC,211,01HR539PQCJZJX7PGWNS3ACTD0,736.46,05/04/2017
01HR87CQ4NCWA1QG7F1MVJG1G1,405,01HR539PQZPKMVZBHDDX3JKKMB,867.96,01/02/2016
01HR87CQ4P9EZ19VPKPP0YQ0WT,239,01HR539PQYGW54136A2NVHETN6,46.28,17/05/2017
01HR87CQ4Q8SZVJXQWB4E8FNKT,243,01HR539PR39YG869FQJJGXEESN,574.58,26/10/2023
01HR87CPA76HQ7R2R1VNH56RM4,567,01HR539PRG95GWNFJ35AR4ZC57,370.62,16/11/2014
01HR87CQ0BAC2GRGMHBMMVR94W,601,01HR539PQV5YEMKABWXQGH9X2B,891.21,23/06/2014
01HR87CQ5YR4X2MPB652S0NRXY,484,01HR539PR51X76MRAM6MYNK9CY,337.7,18/02/2017
01HR87CQ6072NM0XKAWM21BEZ6,171,01HR539PQJGXW7HRV8MNJMHN06,812.28,25/10/2020
01HR87CQ61S3JFE2VEW0GHR1RK,605,01HR539PRP0CZQFFTHZW1A9W2G,643.29,29/07/2013
01HR87CQ627TKK47NGK0ZKMTTN,254,01HR539PQ0P5RCX2Y8V5QNF8QN,14.93,07/08/2014
01HR87CQ632QCQNEP96D1WFYY4,793,01HR539PQH3EWPYAY0JTX09SPD,348.25,27/09/2017
01HR87CQ64VFT6Q09TBGS7MRPX,949,01HR539PRTZYECAH1MKXYRJ0PW,191.85,27/05/2023
01HR87CQ65X1KP6J15CP88GAXB,681,01HR539PQG3ZHFSYYYJ8WXP0G7,553.48,21/05/2015
01HR87CQ66AQACXN4CD0Z1K4GT,533,01HR539PR0Z8R70M64TJ9SFJKA,462.13,30/06/2011
01HR87CQ67RV8TMS6B6N5NMEK1,7,01HR539PRTGJ1TSQXQ3WE62B4R,904.35,03/11/2018
01HR87CQ69336KYP80S0Z1BFQW,360,01HR539PQE7YYZ0Z0D06YPMADA,263.28,08/08/2023
01HR87CQ6ASC9PVJGF02GVC4XB,293,01HR539N18X7WSQ7R40CFVJ90Y,141.31,04/11/2012
01HR87CQ6C72HH1GXXGPQ7FDFJ,218,01HR539PPKMP3CN0SN10RFD37C,128.26,12/08/2022
01HR87CQ6D9WMF0HFNFK13T6GZ,232,01HR539PQQQ9AJJQ5GFF1GS8AQ,18.09,25/06/2013
01HR87CQ6E0DA2JSCBJ8BJ3A17,291,01HR539PR2ZR1DWE7JEMASXHW5,491.68,02/09/2010
01HR87CQ6FF9WHJN4MA5CVV67R,391,01HR539PR2F1BSEXV0TKP4HKN0,396.33,11/08/2017
01HR87CQ6HKR7ZQWJ341K2KH8A,699,01HR539PR6S3XWEWSYV5GAGEMT,974.15,04/04/2023
01HR87CQ6JMMAA67BJG7DR590P,541,01HR539PP8TAYA20PWVT61SRDB,671.55,18/03/2014
01HR87CQ6K8QRHZ4FWT14HZEK4,264,01HR539PPW6F1QFJZ4YZZTKD05,22.32,23/07/2013
01HR87CQ6M42XEA6KTE31QB63Z,441,01HR539PQJY6S60ZSWD79HVP4J,680.84,13/06/2013
01HR87CQ6N11QQ56PE5TG44JV3,643,01HR539PPNDY9G0C7Z580XVGR5,581.96,30/03/2013
01HR87CQ6PW6GQ14PD6PYTHZEB,319,01HR539PGWN8C68Q5DKMJ2Z4MH,737.01,22/09/2015
01HR87CQ6RYJV0S7E1MB7CTMV8,273,01HR539PHDDCMYXSCMBS4CD5FT,621.8,17/06/2014
01HR87CQ6SFCNSXJXHYCZ4VG67,410,01HR539PQSQPZTHSD1738KC2WR,117.76,19/10/2010
01HR87CQ6V6NHZCTSRNY32HE7P,533,01HR539PRAPEJPFQVRKBKDQ19C,112.38,05/12/2012
01HR87CQ6WEYKH93F0BFMWH67P,475,01HR539PQMZG1XARM9010P6H9R,294.94,27/04/2012
01HR87CQ6XS6B14ZG492J4HDPV,581,01HR539PQ18X2VMR4SNAD85R4M,959.61,05/11/2020
01HR87CQ6Y6PWMPXTWVNX5PCSQ,174,01HR539PS1NEV91VFH26SGZ5XF,961.72,09/03/2019
01HR87CQ6ZD3JYANWEMWF3932F,932,01HR539PRFM4ERPV7P1A6PZYF3,215.2,22/03/2014
01HR87CQ70Q0M6N2BCP0HZG1XF,107,01HR539PRM0T7X3N7QHEB36HBX,945.84,30/12/2022
01HR87CP9Q3B6QE13SFGRXFB13,259,01HR539PRFBY0ER3GKGQJ9TS06,860.91,05/01/2011
01HR87CPZNQ5MFP8BX4KP95BB9,652,01HR539PPEPQTFMAWMRZSCY55G,297.93,21/09/2012
01HR87CQ57QF95DNVM60BXHVT9,912,01HR539PQZEQ3KGSQXSY3W0C0T,465.65,30/08/2019
01HR87CQ58G20KC461DJ1825CS,33,01HR539PPW6F1QFJZ4YZZTKD05,539.63,28/09/2018
01HR87CQ59JDG62CRBZN3SD6TR,116,01HR539PQ4MC6ZZSABH13VS7R4,847.33,29/06/2020
01HR87CQ5AQMB0BZ69XE2HH33E,267,01HR539PQDWAM3D0FVMAEMWMMM,305.32,14/09/2012
01HR87CQ5B6SXE008HNB1KBCSD,580,01HR539PQ6569DW3XY2P1TDTZ3,595.8,14/01/2013
01HR87CQ5CXGMNC5290P25MW52,669,01HR539PQKVJ8ZG77WWMPFQH7J,393.56,18/02/2013
01HR87CQ5DSQB4X00B50AA9EG8,929,01HR539PP5GT1RJSD7C9P0V4BG,302.67,05/09/2011
01HR87CQ5E8Q4FMS047DB2B49E,114,01HR539PR4VBX61GSFXVX8JBXY,180.37,21/01/2014
01HR87CQ5FTXHZRS10HBH8878A,706,01HR539PR89HBE4TRBDR8SKE0F,895.15,30/10/2017
01HR87CQ5GCRWYZ3DJ0HNQ2FCV,617,01HR539PPKMP3CN0SN10RFD37C,710.49,25/08/2012
01HR87CQ5HTFC5H5M5Y8HN928B,172,01HR539PPEDAP6XRTWGZFJ24W7,834.37,28/05/2011
01HR87CQ5JBZC8HPCMZW07H2DY,850,01HR539PPYZFCRPZ99SXA4KGTZ,958.66,15/12/2022
01HR87CQ5M76TMTP7PWYNWQEQK,343,01HR539PS40CN6PMTHCN326973,804.59,10/11/2013
01HR87CQ5NR67HZV3SFNQSHWW1,376,01HR539PQQRD664G28645EG5EV,75.12,29/10/2011
01HR87CQ5PGF5HMKG8GBZQ819Y,208,01HR539PSM1J3F76VJVJKKRRG0,923.89,09/06/2020
01HR87CQ5QY2YQRQ3TJG1WD1QH,226,01HR539PPF672QJ01YGFNY51AN,718.49,31/08/2012
01HR87CQ5R83S6X1HYTDAAFZZN,820,01HR539PRW73MYBND8VDVB9AXF,897.99,23/06/2016
01HR87CQ5SZGMNH7ANXWDEETB4,507,01HR539PS181CA2ZX0SYSMXA17,615.91,03/10/2022
01HR87CQ5TEGXVSF3V95MYRRNH,320,01HR539PPDYV1K16AY7YBCE0T5,413.62,12/03/2020
01HR87CQ7Z3TRTSBW3R1A8CW6W,208,01HR539PRYABEXTSS90Y903KXR,620.85,12/07/2018
01HR87CQ80TC3AKM2AERZFDCYS,165,01HR539PQK99SHQQW96395E917,800.1,19/08/2023
01HR87CQ80W6NM4876EC57KKX1,77,01HR539PSVZDYKMJJPP6F6Q6Y8,197.23,11/02/2024
01HR87CQ81XBKCW51R6E5QT8JX,244,01HR539PSA0P79VC5MNVYR3W7Y,716.75,18/07/2021
01HR87CQ81YDR3S4FGCP0KXSE2,505,01HR539PR2PA0FSKPTEW0Q73S0,674.97,28/08/2017
01HR87CQ82C1VPGGEV182AQTXA,785,01HR539PP9RQERZKGYYQ0CW9PK,484.51,15/08/2011
01HR87CQ82FFSSXW2KBHFQ4131,465,01HR539PQPPJ06XVDJAMG29JW6,196.27,02/03/2019
01HR87CQ83VRX7BWX5ADS54TH1,278,01HR539PPXBEGNX0J89X5JABD4,689.18,07/10/2015
01HR87CQ830R0BK84V9WY0ZGZQ,314,01HR539PP2G8S9P0SGYZE88WSD,700.83,10/08/2022
01HR87CQ8499JEX1VT5BBFVR1H,166,01HR539PRF5NNKX4D4KAPD0TRH,472.22,02/04/2015
01HR87CPA5K7MV9RFG87K8V1YM,617,01HR539N245C7F2HZXT1JH3CD8,874.94,21/08/2021
01HR87CPZEC7MHNHMA1YRBZBBV,792,01HR539PNBGRXNQC3VRTCMEDNG,103.16,07/07/2012
01HR87CQ4ZWVWVDKKX2W2ZH8FB,702,01HR539PPRXC0J6PWWTCDQKKCH,400.58,13/05/2020
01HR87CQ50NBEKEF3MWNZW6W7K,300,01HR539PR4CCA5N6T9705J6ZGF,849.39,22/03/2010
01HR87CQ51P7J8V52NCXRYQK7T,286,01HR539PQWTEKAQ2GXP6ESX8XA,236.66,27/03/2023
01HR87CQ52X2FDYNTAXR5NTC08,358,01HR539PP12NFM2Y6TK6SY2KQH,794.39,05/08/2019
