order_id,product_id,quantity
01HRVX0VZ4FHY1QNJKA5C7V98H,87,35
01HRVX0ZZ0XN6TVB7S71Z00CFV,149,15
01HRVX0VXYAKW72ZFMSH1M11J5,717,40
01HRVX1014DZSK8M4XP8N4A1AK,427,11
01HRVX0VYA1G8TGPV4KARSR0JP,498,24
01HRVX0VXNE9C3EGMB8ZE9NBQJ,745,15
01HRVX0VYV7Q6FHD7PB534SNFG,682,30
01HRVX104TZDBZGSCH0PY1PK6B,913,38
01HRVX104PRMQ91H3378MKPVWH,539,28
01HRVX101V7T530WB4DGEPF12Q,353,41
01HRVX0VMYDGVJKTP7YDJSKKV7,287,3
01HRVX0VY16KR2QF94XYHP9AGQ,172,22
01HRVX0ZZ07RV75M40N2115R53,464,42
01HRVX0VZXVZ3VR6KC91DKCFD6,20,23
01HRVX101MYP91VQM53Z1PH3NX,158,28
01HRVX100WK2H11Q79TR16TES0,803,13
01HRVX1016ESJJ0CQA4K9NFQAB,933,1
01HRVX102J1XXC5R2537AJGG10,735,37
